step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,rls_theta,rls_prediction_error,rls_kalman_gain_norm,rls_P_trace,rls_theta_delta,rls_converged,rls_target,rls_model_raw,rls_static_bias,elapsed_s
10,1786854544.2159755,7.839037130596299,69.42338548594523,-1.8929219215448048,-1.8929219215448048,9.433142528771342,69.42338548594523,-1.9440961373567356,-1.9450159023338403,-1.7505143121004563,-0.013425947467674317,False,0.0,False,8.132999744660815,0.0,0.05146186100401735,0.0,-1.7639402595681306,-1.0,False,-1.0,0.16370000230381265,0.49594947750245894;-0.14377569130409276;2.159117228752547;8.103869029106404,-0.42550729873568915,3.197692155556685,107.00996003192168,0.16193393783442991,False,-2.3705232010695294,-1.9450159023338403,0.0,1.505946159362793
11,1786854544.366474,8.316129325143816,70.36732730092089,-2.057223335513638,-2.057223335513638,10.045714419592686,70.36732730092089,-2.1294784991662645,-2.330648452256183,-2.0975836070305647,-0.013425947467674317,False,0.0,False,9.218734691018604,0.0,0.05146186100401735,0.0,-2.111009554498239,-1.0,False,-1.0,0.16590000450378284,0.6383570485901432;-0.16005422287067905;2.793163230349488;9.209894783477605,-0.43499792975604246,2.9492271766696896,98.90616799955748,0.1329905556557085,False,-2.7656463820122252,-2.330648452256183,0.0,1.6564445495605469
12,1786854544.5169687,8.055752429291132,71.34452624849578,-1.9395417545255622,-1.9395417545255622,9.46927934213992,71.34452624849578,-1.890947063196657,-2.484108288835321,-2.235697459951789,-0.013425947467674317,False,0.0,False,10.259854745846091,0.0,0.05146186100401735,0.0,-2.2491234074194635,-1.0,False,-1.0,0.15980000171111897,0.6077121887806344;-0.18243455666250868;2.605480959973605;10.553064169617047,-0.43728015553539024,3.10270033391714,90.12109325538236,0.12460447402186017,False,-2.921388444370711,-2.484108288835321,0.0,1.8069393634796143
13,1786854544.6673226,8.435759704272785,72.31773611399781,-2.010460863658401,-2.010460863658401,10.123736976050571,72.31773611399781,-2.042695039524173,-2.7518934642993997,-2.4767041178694598,-0.013425947467674317,False,0.0,False,11.347982989475021,0.0,0.05146186100401735,0.0,-2.490130065337134,-1.0,False,-1.0,0.16080000204965472,0.5375218855912217;-0.202076551251443;2.2617943219717587;11.737078952212322,-0.445946277612717,2.769481754130592,83.77188430993372,0.1032054704541808,False,-3.1978397419121167,-2.7518934642993997,0.0,1.9572932720184326
14,1786854544.8176289,7.842834039842709,73.25495420008893,-2.0452461042100234,-2.0452461042100234,9.113840051872614,73.25495420008893,-2.061994336398131,-3.4762606386858774,-3.1286345748172897,-0.013425947467674317,False,0.0,False,12.342214678809562,0.0,0.05146186100401735,0.0,-3.142060522284964,-1.0,False,-1.0,0.167800004419405,0.7929436239920752;-0.2141356730319711;3.313675137810509;12.521484024348041,-0.444703111398872,3.0061312309827715,67.8426317429591,0.10300353063609292,False,-3.9209637500847494,-3.4762606386858774,0.0,2.1075994968414307
15,1786854544.9681075,8.065229764038996,74.21512092565087,-2.01111153076704,-2.01111153076704,9.68565922833734,74.21512092565087,-1.9983226998146029,-3.6395186056562743,-3.275566745090647,-0.013425947467674317,False,0.0,False,13.364411780981378,0.0,0.05146186100401735,0.0,-3.2889926925583213,-1.0,False,-1.0,0.16790000518085435,0.8246459412983111;-0.23237269190005144;3.3662394164797154;13.591335696437616,-0.4517279022686447,2.372592883483178,63.41914877158052,0.07640092458730136,False,-4.091246507924919,-3.6395186056562743,0.0,2.258078098297119
16,1786854545.1186268,7.757029798546197,75.12666542346014,-2.0210017979870427,-2.0210017979870427,9.15006111012065,75.12666542346014,-2.0270807558901707,-4.272422554745516,-3.8451802992709645,-0.013425947467674317,False,0.0,False,14.335225079566193,0.0,0.05146186100401735,0.0,-3.858606246738639,-1.0,False,-1.0,0.15890000213403255,0.970814939873754;-0.24379935021875845;3.9219876991213347;14.271358874637173,-0.4532036251027627,1.9646444218752277,60.62880241484007,0.06002209232392323,False,-4.725626179848279,-4.272422554745516,0.0,2.408597469329834
17,1786854545.2691317,7.819737481414242,76.11799865325058,-2.073133339843302,-2.073133339843302,9.371729213714769,76.11799865325058,-2.0973157011619685,-4.8254452216337,-4.34290069947033,-0.013425947467674317,False,0.0,False,15.316333632883236,0.0,0.05146186100401735,0.0,-4.356326646938004,-1.0,False,-1.0,0.16990000585792586,1.1163853586508197;-0.2512294599702;4.499289194542267;14.73107623639335,-0.45878736808039555,1.6396237698362588,59.63085008635677,0.04870336743115301,True,-5.284232589714096,-4.8254452216337,0.0,2.5591022968292236
18,1786854545.4195614,7.737810455844544,77.09203469467644,-2.009931113508422,-2.009931113508422,9.227815884528896,77.09203469467644,-1.9846847170308863,-5.041597047816815,-4.537437343035133,-0.013425947467674317,False,0.0,False,16.285570455720382,0.0,0.05146186100401735,0.0,-4.550863290502807,-1.0,False,-1.0,0.16229999891947955,1.1306143210399557;-0.2669461005728032;4.448172939634369;15.598381196922485,-0.4628382780318274,1.877693888823026,57.84457677551865,0.0534424237084089,False,-5.504435325848642,-5.041597047816815,0.0,2.7095320224761963
19,1786854545.5700648,7.490529950435703,78.08040491843944,-1.993762009983405,-1.993762009983405,8.909669602046137,78.08040491843944,-1.9886726661386678,-5.64457621393834,-5.080118592544506,-0.013425947467674317,False,0.0,False,17.222213240885175,0.0,0.05146186100401735,0.0,-5.0935445400121795,-1.0,False,-1.0,0.16820000018924475,1.1878998770127314;-0.27885386636137904;4.5856317164048095;16.23630730039548,-0.4653073240965542,1.4080704960453565,58.08074457252488,0.038732821122802664,True,-6.109883538034894,-5.64457621393834,0.0,2.8600354194641113
