step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,rls_theta,rls_prediction_error,rls_kalman_gain_norm,rls_P_trace,rls_theta_delta,rls_converged,rls_target,rls_model_raw,rls_static_bias,elapsed_s
10,1786854547.226041,7.529727931222307,86.45532618607227,-2.0346846685302706,-2.0346846685302706,8.881204697694141,86.45532618607227,-2.060789715281253,-1.675116156076096,-1.5076045404684866,-0.01174018801700085,False,0.0,False,7.943032422118748,0.0,0.04235440767262588,0.0,-1.5193447284854875,-1.0,False,-1.0,0.15919999714242294,-0.3176278725708646;-0.1054693686813601;-1.027558064642934;7.4555707238783775,-0.5075739102425842,3.859307205009898,118.38772153572427,0.26002350976666605,False,-2.1826900663186803,-1.675116156076096,0.0,1.505474328994751
11,1786854547.3764675,8.06985943088972,87.45065836798061,-1.9986820114623245,-1.9986820114623245,9.826461370389975,87.45065836798061,-1.9850925732420457,-2.277245468406395,-2.049520921565756,-0.01174018801700085,False,0.0,False,9.011868529616834,0.0,0.04235440767262588,0.0,-2.0612611095827567,-1.0,False,-1.0,0.15839999832678586,-0.34071494063459523;-0.12637990072172997;-1.1235576779504939;9.129209653924704,-0.5179518861488002,3.2371332925917216,109.8902327388493,0.18214350584150063,False,-2.7951973545551954,-2.277245468406395,0.0,1.6559007167816162
12,1786854547.526506,8.028475271321755,88.39485552023744,-2.025502559359737,-2.025502559359737,9.535856214006849,88.39485552023744,-2.0388373518388976,-2.501775934212267,-2.2515983407910403,-0.01174018801700085,False,0.0,False,10.065022506675234,0.0,0.04235440767262588,0.0,-2.263338528808041,-1.0,False,-1.0,0.16419999883510172,-0.3068393601556551;-0.14817745553755915;-1.0121927700904023;10.859383786922686,-0.5222590303144048,3.3206173711997202,100.19528030869516,0.15893126787052614,False,-3.0240349645266718,-2.501775934212267,0.0,1.8059391975402832
13,1786854547.6769974,8.117350575121186,89.37897698885043,-2.0783324107202508,-2.0783324107202508,9.680557002106593,89.37897698885043,-2.1028140475407406,-2.7716152184889484,-2.4944536966400537,-0.01174018801700085,False,0.0,False,11.124918674982325,0.0,0.04235440767262588,0.0,-2.5061938846570544,-1.0,False,-1.0,0.16399999731220305,-0.23780856476079987;-0.1688646667676574;-0.7654656243528236;12.503228621930589,-0.5280683906954637,3.1507640505552352,91.31860045106873,0.13278647200618662,False,-3.299683609184412,-2.7716152184889484,0.0,1.9564306735992432
14,1786854547.8274724,8.239077454442958,90.32506793277665,-1.9568041992845147,-1.9568041992845147,9.816363128080797,90.32506793277665,-1.9065609520494693,-3.210940711556356,-2.8898466404007204,-0.01174018801700085,False,0.0,False,12.192508734685347,0.0,0.04235440767262588,0.0,-2.901586828417721,-1.0,False,-1.0,0.16090000281110406,-0.37366367295538444;-0.19040550918356647;-1.411755904626776;14.097408486954262,-0.5340161142083129,3.2315399501951036,79.1156358744395,0.12174961311834771,False,-3.744956825764669,-3.210940711556356,0.0,2.106905698776245
15,1786854547.9775758,8.347598097251627,91.26072976037246,-2.0813359060519283,-2.0813359060519283,9.91922395524099,91.26072976037246,-2.1365469094753755,-3.459993142027205,-3.1139938278244848,-0.01174018801700085,False,0.0,False,13.264520384527401,0.0,0.04235440767262588,0.0,-3.1257340158414855,-1.0,False,-1.0,0.1610000035725534,-0.34547282458746886;-0.210394428361465;-1.3604569471442738;15.646549925440205,-0.5397796297743787,2.8722384003221055,71.95657576682552,0.09868221674038846,False,-3.9997727718015836,-3.459993142027205,0.0,2.2570090293884277
16,1786854548.1279798,8.256016599430968,92.12825225484156,-1.9365509373429037,-1.9365509373429037,9.74188439715062,92.12825225484156,-1.8763405084193057,-3.954356241897571,-3.558920617707814,-0.01174018801700085,False,0.0,False,14.30753465524036,0.0,0.04235440767262588,0.0,-3.5706608057248146,-1.0,False,-1.0,0.1627000019652769,-0.46671433415352526;-0.22853938333268065;-1.9672945456636275;16.94484067682995,-0.5432014272685173,2.647905588697573,64.67317831988342,0.08427855232287217,False,-4.497557669166088,-3.954356241897571,0.0,2.4074130058288574
17,1786854548.2784855,7.819864755734186,93.1326431620649,-2.065706010949252,-2.065706010949252,9.15805954807836,93.1326431620649,-2.1228984573036715,-3.9254269639290236,-3.5328842675361214,-0.01174018801700085,False,0.0,False,15.287270102443998,0.0,0.04235440767262588,0.0,-3.544624455553122,-1.0,False,-1.0,0.16450000111944973,-0.2849292109893694;-0.24861573379728802;-1.3296611541400813;18.476636642475565,-0.5438618633676668,3.0692693574762138,51.56409919173554,0.09009248077866645,False,-4.46928882729669,-3.9254269639290236,0.0,2.5579187870025635
18,1786854548.4289365,7.88527380409786,94.07624108094464,-2.0088231449841154,-2.0088231449841154,9.438423264467943,94.07624108094464,-1.986285045807898,-4.487887808767919,-4.039099027891127,-0.01174018801700085,False,0.0,False,16.273140996055915,0.0,0.04235440767262588,0.0,-4.050839215908128,-1.0,False,-1.0,0.17410000145900995,-0.22138905153991012;-0.26716951078654466;-1.192711497288675;19.83651872005957,-0.5492339434457021,2.4914020086017405,45.52697046777724,0.068847140163706,False,-5.037121752213621,-4.487887808767919,0.0,2.708369731903076
19,1786854548.5794492,8.039413344781536,95.02808425308211,-2.0786460930382313,-2.0786460930382313,9.630590159003049,95.02808425308211,-2.1104104855845507,-4.852701062196527,-4.367430955976874,-0.01174018801700085,False,0.0,False,17.277560928564213,0.0,0.04235440767262588,0.0,-4.379171143993875,-1.0,False,-1.0,0.17069999739760533,-0.13600845375454532;-0.2823778898746643;-0.9311354829788754;20.983665514846983,-0.5555345547132262,2.1236904371740817,41.66164679019555,0.0561623703369515,False,-5.408235616909753,-4.852701062196527,0.0,2.858882427215576
