step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,rls_theta,rls_prediction_error,rls_kalman_gain_norm,rls_P_trace,rls_theta_delta,rls_converged,rls_target,rls_model_raw,rls_static_bias,elapsed_s
0,1786853080.3333714,-7.628748398444473,0.0,0.0,2.135415818414883,-6.095595004776683,241.50408162244986,2.1427560964183368,0.7628748398444474,0.6865873558600026,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.8365873558600027,0.8365873558600027,False,0.8365873558600027,0.11169999925186858,-0.10981532328364936;0.0012866230174337296,0.07628748398444474,0.12976298167537081,10.543181243021689,0.09013871398453269,False,0.8391623238288921,0.7628748398444474,0.0,0.0
1,1786853080.4852848,-6.807701326545089,0.0,0.0,1.7979053482324892,-4.922670616348992,240.9692667388705,1.6605982818720602,0.7488765450105114,0.6739888905094602,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.8239888905094602,0.8239888905094602,False,0.8239888905094602,0.15409999468829483,-0.10868762023567537;0.04242221595025439,0.0680770132654509,0.6044778647680917,10.379541747528355,0.3527034154385573,False,0.8169535582759623,0.7488765450105114,0.0,0.15191340446472168
2,1786853080.635786,-6.633736778521515,0.0,0.0,1.5214064686398507,-5.02602714998648,240.4047221789392,1.4102472268178885,0.7634272796776334,0.68708455170987,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.8370845517098701,0.8370845517098701,False,0.8370845517098701,0.12989999959245324,-0.10631106337510257;0.0811649076355029,0.06633736778521515,0.5851229253927167,10.402037752564638,0.29020360006865037,False,0.8297646474628485,0.7634272796776334,0.0,0.3024146556854248
3,1786853080.7862542,-6.587517010053071,0.0,0.0,1.5902792957428846,-5.034555144184521,239.90438623383224,1.627136499647639,0.7814908459758212,0.7033417613782391,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.8533417613782391,0.8533417613782391,False,0.8533417613782391,0.15449999773409218,-0.10399736690214091;0.11414707661731648,0.06587517010053068,0.5019072003538905,10.604757297163891,0.2141146803047387,False,0.8473660160763519,0.7814908459758212,0.0,0.4528827667236328
4,1786853080.9362903,-6.6313504390927545,0.0,0.0,1.5267256518560346,-5.116982800727687,239.35125981917406,1.5068286539079814,0.8037900612883189,0.723411055159487,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.873411055159487,0.873411055159487,False,0.873411055159487,0.1568000006955117,-0.10261432541566062;0.13785249449181267,0.06631350439092754,0.35808285363197745,10.998688101698574,0.13817569212228836,False,0.8701035656792464,0.8037900612883189,0.0,0.6029188632965088
5,1786853081.0867565,-7.048038366011468,0.0,0.0,1.6155254048849579,-5.693465512451699,238.82648765452208,1.6609227199008079,0.8610821969237745,0.774973977231397,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.9249739772313971,0.9249739772313971,False,0.9249739772313971,0.1334000044153072,-0.10713351748504964;0.12032587610585249,0.07048038366011466,0.25680726099353646,11.494793160607044,0.11234595838039291,False,0.9315625805838892,0.8610821969237745,0.0,0.753385066986084
6,1786853081.2372608,-7.139992099795066,0.0,0.0,1.7895660460507001,-5.646247449177389,238.24619931195735,1.8714951702680438,0.8852583445723634,0.7967325101151271,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.9467325101151272,0.9467325101151272,False,0.9467325101151272,0.16180000238819048,-0.11241013946326397;0.09593104020725243,0.07139992099795067,0.3495659541527796,11.949664370490304,0.16889330516215947,False,0.9566582655703141,0.8852583445723634,0.0,0.9038894176483154
7,1786853081.387737,-7.105174135302391,0.0,0.0,1.8421217660210347,-5.557098756852027,237.6631320588183,1.8719859240117753,0.8946246556673703,0.8051621901006333,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.9551621901006333,0.9551621901006333,False,0.9551621901006333,0.13239999680081382,-0.11651285926201081;0.0781592159190625,0.07105174135302395,0.25670369763613254,12.50013179742291,0.13000168024000472,False,0.9656763970203942,0.8946246556673703,0.0,1.054365634918213
8,1786853081.538257,-7.819266925797457,0.0,0.0,2.0149718708614857,-6.592153299484696,237.06577003987286,2.096390765225133,0.9892043627765975,0.8902839264989377,0.15,True,0.0,False,0.0,0.0,0.0,0.0,1.0402839264989376,1.0,False,1.0,0.15520000306423753,-0.13071459908302535;-0.010844203948889547,0.07819266925797452,1.1526571755325326,11.307805917824773,0.6871518218206456,False,1.067397032034572,0.9892043627765975,0.0,1.204885482788086
9,1786853081.6887515,-8.315262638341899,0.0,0.0,2.109134350669797,-6.994678835764585,236.3676291376861,2.156829977162527,1.0760820180920314,0.9684738162828282,0.15,True,0.0,False,0.0,0.0,0.0,0.0,1.1184738162828283,1.0,False,1.0,0.1359999951091595,-0.1472831080402648;-0.11931172684445399,0.08315262638341903,1.3195693048279078,9.214109670685172,0.5788873504168272,False,1.1592346444754504,1.0760820180920314,0.0,1.3553800582885742
