step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,pid_error,pid_P,pid_I,pid_D,pid_integral,pid_model_raw,pid_static_bias,elapsed_s
10,1786854591.004931,2.6070411332315886,0.0,0.0,-0.6948722770151071,4.034436605887509,140.47421493747424,-0.720535871963279,-0.35,-0.315,-0.04591711484022668,False,-0.010428164532926354,True,0.0,0.0,0.0,0.0,-0.37134527937315304,-0.37134527937315304,False,-0.37134527937315304,0.07999999797903001,-2.6070411332315886,-1.3035205666157943,-0.25,0.0049542481796387315,-5.0,-0.35,0.0,1.5054926872253418
11,1786854591.155351,3.1743344299740173,0.0,0.0,-0.7448527153070609,4.863241736968083,140.93083482709827,-0.7690661551862704,-0.35,-0.315,-0.0497263161561955,False,-0.01269733771989607,True,0.0,0.0,0.0,0.0,-0.37742365387609156,-0.37742365387609156,False,-0.37742365387609156,0.07889999687904492,-3.1743344299740173,-1.5871672149870086,-0.25,-0.05146109990873505,-5.0,-0.35,0.0,1.6559126377105713
12,1786854591.3058755,3.1420881508199634,0.0,0.0,-0.8595739052845439,4.574049925286966,141.37345394309284,-0.911533381600409,-0.35,-0.315,-0.05349682193717946,False,-0.012568352603279855,True,0.0,0.0,0.0,0.0,-0.38106517454045935,-0.38106517454045935,False,-0.38106517454045935,0.08250000246334821,-3.1420881508199634,-1.5710440754099817,-0.25,-0.012428677251575487,-5.0,-0.35,0.0,1.8064372539520264
13,1786854591.4563556,2.768314389820922,0.0,0.0,-0.8683409389579655,4.053907243497215,141.8529959840661,-0.8748914911435186,-0.35,-0.315,-0.05681879920496456,False,-0.011073257559283688,True,0.0,0.0,0.0,0.0,-0.38289205676424826,-0.38289205676424826,False,-0.38289205676424826,0.07719999848632142,-2.768314389820922,-1.384157194910461,-0.25,0.03115694785110456,-5.0,-0.35,0.0,1.9569172859191895
14,1786854591.606841,3.1954766713139904,0.0,0.0,-0.8377269283817478,4.824327828915473,142.3213716666278,-0.8273998901745983,-0.35,-0.315,-0.06065337121054135,False,-0.012781906685255962,True,0.0,0.0,0.0,0.0,-0.38843527789579735,-0.38843527789579735,False,-0.38843527789579735,0.07850000110920519,-3.1954766713139904,-1.5977383356569952,-0.25,-0.030521395250688352,-5.0,-0.35,0.0,2.107402801513672
15,1786854591.7573276,3.3205749599835643,0.0,0.0,-0.7414806784974739,4.819970120660693,142.77943226769577,-0.7030255377297289,-0.35,-0.315,-0.06463806116252163,False,-0.013282299839934258,True,0.0,0.0,0.0,0.0,-0.39292036100245586,-0.39292036100245586,False,-0.39292036100245586,0.08090000483207405,-3.3205749599835643,-1.6602874799917822,-0.25,-0.020832258851033406,-5.0,-0.35,0.0,2.2578892707824707
16,1786854591.9078226,2.952359127466056,0.0,0.0,-0.870825189033757,4.240333950491578,143.2103982049737,-0.9290518027319651,-0.35,-0.315,-0.0681808921154809,False,-0.011809436509864223,True,0.0,0.0,0.0,0.0,-0.3949903286253451,-0.3949903286253451,False,-0.3949903286253451,0.08040000102482736,-2.952359127466056,-1.476179563733028,-0.25,0.028117133379657436,-5.0,-0.35,0.0,2.408384323120117
17,1786854592.0583243,3.1076828250274913,0.0,0.0,-0.8149297879970039,4.62003173237256,143.66919047599356,-0.7937678681639107,-0.35,-0.315,-0.07191011150551388,False,-0.012430731300109965,True,0.0,0.0,0.0,0.0,-0.3993408428056239,-0.3993408428056239,False,-0.3993408428056239,0.07769999501761049,-3.1076828250274913,-1.5538414125137456,-0.25,-0.0060617384251700724,-5.0,-0.35,0.0,2.5588860511779785
18,1786854592.2088308,3.237168530872673,0.0,0.0,-0.9090976553570267,4.7384440131964904,144.17440564119482,-0.9522485648368375,-0.35,-0.315,-0.07579471374256108,False,-0.012948674123490692,True,0.0,0.0,0.0,0.0,-0.4037433878660518,-0.4037433878660518,False,-0.4037433878660518,0.07919999916339293,-3.237168530872673,-1.6185842654363365,-0.25,-0.013903854073101317,-5.0,-0.35,0.0,2.709392547607422
19,1786854592.359311,3.294140690653933,0.0,0.0,-0.776187938357642,4.764338938950355,144.62250110582764,-0.7220198831119923,-0.35,-0.315,-0.0797476825713458,False,-0.013176562762615732,True,0.0,0.0,0.0,0.0,-0.40792424533396154,-0.40792424533396154,False,-0.40792424533396154,0.07929999992484227,-3.294140690653933,-1.6470703453269664,-0.25,-0.009488557801514643,-5.0,-0.35,0.0,2.859872817993164
20,1786854592.509813,3.565074191193174,0.0,0.0,-0.8303904078164454,5.126970156957302,145.08759087459185,-0.8564132896243049,-0.35,-0.315,-0.08402577160077761,False,-0.014260296764772695,True,0.0,0.0,0.0,0.0,-0.4132860683655503,-0.4132860683655503,False,-0.4132860683655503,0.08180000440916047,-3.565074191193174,-1.782537095596587,-0.25,-0.028133694057450222,-5.0,-0.35,0.0,3.0103747844696045
21,1786854592.6603057,5.488234055404239,0.0,0.0,-0.8291127881149349,7.758227034170578,145.83102984849668,-0.8313584888540886,-0.35,-0.315,-0.09061165246726269,False,-0.021952936221616957,True,0.0,0.0,0.0,0.0,-0.4275645886888797,-0.4275645886888797,False,-0.4275645886888797,0.07929999992484227,-5.488234055404239,-2.7441170277021194,-0.25,-0.18793502887693447,-5.0,-0.35,0.0,3.16086745262146
22,1786854592.8107975,6.36814298157233,0.0,0.0,-0.8396978462669176,8.191028415463109,146.62620574425384,-0.8470275518004253,-0.35,-0.315,-0.09825342404514949,False,-0.02547257192628932,True,0.0,0.0,0.0,0.0,-0.4387259959714388,-0.4387259959714388,False,-0.4387259959714388,0.07850000110920519,-6.36814298157233,-3.184071490786165,-0.25,-0.1385053417721022,-5.0,-0.35,0.0,3.311359167098999
23,1786854592.9612827,6.1134828049989896,0.0,0.0,-0.9303086617882017,7.450124337714869,147.449721959971,-0.9719351204799815,-0.35,-0.315,-0.10558960341114827,False,-0.024453931219995957,True,0.0,0.0,0.0,0.0,-0.4450435346311442,-0.4450435346311442,False,-0.4450435346311442,0.07919999916339293,-6.1134828049989896,-3.0567414024994948,-0.25,-0.01778331938478556,-5.0,-0.35,0.0,3.4618444442749023
24,1786854593.1118035,6.297875566070684,0.0,0.0,-0.8690531281020204,7.822682643491579,148.29387336642586,-0.8455940085620293,-0.35,-0.315,-0.11314705409043309,False,-0.025191502264282736,True,0.0,0.0,0.0,0.0,-0.4533385563547158,-0.4533385563547158,False,-0.4533385563547158,0.0805000017862767,-6.297875566070684,-3.148937783035342,-0.25,-0.022544986848793816,-5.0,-0.35,0.0,3.612365245819092
25,1786854593.2622697,6.334521384911746,0.0,0.0,-0.8456038355715061,7.796008344233798,149.0729759815128,-0.8383473908125153,-0.35,-0.315,-0.12074847975232718,False,-0.025338085539646983,True,0.0,0.0,0.0,0.0,-0.46108656529197417,-0.46108656529197417,False,-0.46108656529197417,0.07750000077066943,-6.334521384911746,-3.167260692455873,-0.25,-0.010183772479803899,-5.0,-0.35,0.0,3.762831449508667
26,1786854593.4127862,7.0210580261976245,0.0,0.0,-0.8767662746816274,8.761069623710313,149.85111829454172,-0.8929148577686232,-0.35,-0.315,-0.12917374938376433,False,-0.0280842321047905,True,0.0,0.0,0.0,0.0,-0.4722579814885548,-0.4722579814885548,False,-0.4722579814885548,0.0810999990790151,-7.0210580261976245,-3.5105290130988123,-0.25,-0.0671318849306232,-5.0,-0.35,0.0,3.9133479595184326
27,1786854593.5632946,6.532572617097881,0.0,0.0,-0.8855156024926812,7.769003335873874,150.6631261060027,-0.8920585664515053,-0.35,-0.315,-0.13701283652428178,False,-0.026130290468391527,True,0.0,0.0,0.0,0.0,-0.47814312699267336,-0.47814312699267336,False,-0.47814312699267336,0.08069999603321776,-6.532572617097881,-3.2662863085489406,-0.25,0.02545240603678908,-5.0,-0.35,0.0,4.063856363296509
28,1786854593.7138026,6.737715679996132,0.0,0.0,-0.9843789425505491,8.271415743914122,151.49667569607286,-1.0295421974722934,-0.35,-0.315,-0.14509809534027715,False,-0.02695086271998453,True,0.0,0.0,0.0,0.0,-0.48704895806026166,-0.48704895806026166,False,-0.48704895806026166,0.08209999941755086,-6.737715679996132,-3.368857839998066,-0.25,-0.011510964059466673,-5.0,-0.35,0.0,4.214364290237427
29,1786854593.8642514,6.859150151193948,0.0,0.0,-0.9834711666954092,8.35697510438318,152.35848651366052,-0.9858753719401502,-0.35,-0.315,-0.15,False,-0.02743660060477579,True,0.0,0.0,0.0,0.0,-0.4924366006047758,-0.4924366006047758,False,-0.4924366006047758,0.08229999366449192,-6.859150151193948,-3.429575075596974,-0.25,-0.0147871731963028,-5.0,-0.35,0.0,4.3648130893707275
30,1786854594.0147321,6.8738477985561595,0.0,0.0,-0.9341438127307998,8.325928398672989,153.20233160324133,-0.9157967702143396,-0.35,-0.315,-0.15,False,-0.027495391194224637,True,0.0,0.0,0.0,0.0,-0.4924953911942246,-0.4924953911942246,False,-0.4924953911942246,0.08150000212481245,-6.8738477985561595,-3.4369238992780797,-0.25,-0.0058079323793639405,-5.0,-0.35,0.0,4.515293836593628
31,1786854594.1650035,6.613220089265388,0.0,0.0,-0.9358335401633837,7.947304107959511,154.05841866224935,-0.9393509611028634,-0.35,-0.315,-0.15,False,-0.026452880357061552,True,0.0,0.0,0.0,0.0,-0.49145288035706153,-0.49145288035706153,False,-0.49145288035706153,0.07989999721758068,-6.613220089265388,-3.306610044632694,-0.25,0.022582873153329484,-5.0,-0.35,0.0,4.665565252304077
32,1786854594.3151815,6.814859851036487,0.0,0.0,-1.0468452336125909,8.347058500185698,154.88491472669128,-1.097214925702052,-0.35,-0.315,-0.15,False,-0.02725943940414595,True,0.0,0.0,0.0,0.0,-0.4922594394041459,-0.4922594394041459,False,-0.4922594394041459,0.0807999967946671,-6.814859851036487,-3.4074299255182434,-0.25,-0.012044849152637038,-5.0,-0.35,0.0,4.8157432079315186
33,1786854594.465243,6.624740311875481,0.0,0.0,-1.0314643291906662,7.989042117768075,155.69638769132612,-1.0276657650496424,-0.35,-0.315,-0.15,False,-0.026498961247501923,True,0.0,0.0,0.0,0.0,-0.4914989612475019,-0.4914989612475019,False,-0.4914989612475019,0.08319999324157834,-6.624740311875481,-3.3123701559377405,-0.25,0.01413103557590276,-5.0,-0.35,0.0,4.965804815292358
34,1786854594.615857,6.902900878892331,0.0,0.0,-1.0166394893972617,8.46789415886115,156.55469320860277,-1.0130792386684606,-0.35,-0.315,-0.15,False,-0.027611603515569325,True,0.0,0.0,0.0,0.0,-0.4926116035155693,-0.4926116035155693,False,-0.4926116035155693,0.07790000381646678,-6.902900878892331,-3.4514504394461656,-0.25,-0.021722342248801853,-5.0,-0.35,0.0,5.1164186000823975
35,1786854594.766396,7.458748251560754,0.0,0.0,-0.9779050938286631,9.142750162523104,157.3816090982109,-0.964097890624779,-0.35,-0.315,-0.15,False,-0.029834993006243017,True,0.0,0.0,0.0,0.0,-0.494834993006243,-0.494834993006243,False,-0.494834993006243,0.0805000017862767,-7.458748251560754,-3.729374125780377,-0.25,-0.05839579079036006,-5.0,-0.35,0.0,5.266957759857178
36,1786854594.916817,7.333916974482532,0.0,0.0,-0.9629818984507417,8.72619946412489,158.23201548837062,-0.9593794953285762,-0.35,-0.315,-0.15,False,-0.02933566789793013,True,0.0,0.0,0.0,0.0,-0.4943356678979301,-0.4943356678979301,False,-0.4943356678979301,0.07879999611759558,-7.333916974482532,-3.666958487241266,-0.25,-0.005867818043140625,-5.0,-0.35,0.0,5.417378664016724
37,1786854595.0673335,7.2427922721648486,0.0,0.0,-0.927439142677557,8.64952043670458,159.09824801438558,-0.9149997851002787,-0.35,-0.315,-0.15,False,-0.028971169088659394,True,0.0,0.0,0.0,0.0,-0.49397116908865935,-0.49397116908865935,False,-0.49397116908865935,0.08179999713320285,-7.2427922721648486,-3.6213961360824243,-0.25,0.006744626803374965,-5.0,-0.35,0.0,5.567895174026489
38,1786854595.2178473,6.8193823781068295,0.0,0.0,-0.9774322182555955,8.083702603329275,159.9583788040945,-1.0016510741145557,-0.35,-0.315,-0.15,False,-0.027277529512427318,True,0.0,0.0,0.0,0.0,-0.4922775295124273,-0.4922775295124273,False,-0.4922775295124273,0.07899999764049426,-6.8193823781068295,-3.4096911890534147,-0.25,0.04154164481976094,-5.0,-0.35,0.0,5.718409061431885
39,1786854595.36833,6.8224006589794035,0.0,0.0,-0.9572876680564627,8.26947581631496,160.79987757053817,-0.9514475414394924,-0.35,-0.315,-0.15,False,-0.027289602635917613,True,0.0,0.0,0.0,0.0,-0.4922896026359176,-0.4922896026359176,False,-0.4922896026359176,0.07819999882485718,-6.8224006589794035,-3.4112003294897018,-0.25,0.012180787231154705,-5.0,-0.35,0.0,5.868891716003418
40,1786854595.5188317,7.038284169483494,0.0,0.0,-1.0855896787926793,8.576587282375415,161.6958444123156,-1.1433695068622873,-0.35,-0.315,-0.15,False,-0.028153136677933975,True,0.0,0.0,0.0,0.0,-0.4931531366779339,-0.4931531366779339,False,-0.4931531366779339,0.0805000017862767,-7.038284169483494,-3.519142084741747,-0.25,-0.01649489147770203,-5.0,-0.35,0.0,6.019393444061279
41,1786854595.6693225,7.100588579767937,0.0,0.0,-1.053383796398461,8.57307207828001,162.58634998789012,-1.0423745274121683,-0.35,-0.315,-0.15,False,-0.02840235431907175,True,0.0,0.0,0.0,0.0,-0.4934023543190717,-0.4934023543190717,False,-0.4934023543190717,0.07899999764049426,-7.100588579767937,-3.5502942898839684,-0.25,-0.010763545736525288,-5.0,-0.35,0.0,6.169884204864502
42,1786854595.8198018,7.155219180414552,0.0,0.0,-1.0501820573214418,8.624413903367556,163.49086875512572,-1.0516031354710915,-0.35,-0.315,-0.15,False,-0.02862087672165821,True,0.0,0.0,0.0,0.0,-0.49362087672165816,-0.49362087672165816,False,-0.49362087672165816,0.07750000077066943,-7.155219180414552,-3.577609590207276,-0.25,-0.008327919781308368,-5.0,-0.35,0.0,6.320363521575928
43,1786854595.9703326,7.025989009308142,0.0,0.0,-0.969789868962075,8.416386258652706,164.3501005366884,-0.9381293259907189,-0.35,-0.315,-0.15,False,-0.028103956037232567,True,0.0,0.0,0.0,0.0,-0.49310395603723256,-0.49310395603723256,False,-0.49310395603723256,0.08499999967170879,-7.025989009308142,-3.512994504654071,-0.25,0.009563106702205807,-5.0,-0.35,0.0,6.4708943367004395
44,1786854596.1208093,6.733200887145553,0.0,0.0,-0.9871337609243489,8.053501871751754,165.19019354265723,-0.9973601095194101,-0.35,-0.315,-0.15,False,-0.026932803548582213,True,0.0,0.0,0.0,0.0,-0.49193280354858215,-0.49193280354858215,False,-0.49193280354858215,0.07899999764049426,-6.733200887145553,-3.3666004435727763,-0.25,0.0301958234125034,-5.0,-0.35,0.0,6.621371030807495
45,1786854596.2712731,6.841030510949255,0.0,0.0,-0.9870414426816516,8.333024815255296,166.0488653159829,-0.9897951297602964,-0.35,-0.315,-0.15,False,-0.027364122043797023,True,0.0,0.0,0.0,0.0,-0.492364122043797,-0.492364122043797,False,-0.492364122043797,0.0794000006862916,-6.841030510949255,-3.4205152554746276,-0.25,-0.001005351197927895,-5.0,-0.35,0.0,6.771834850311279
46,1786854596.4213183,7.329902898882779,0.0,0.0,-1.038267785958196,8.985201244958743,166.89900817913224,-1.0630151851165157,-0.35,-0.315,-0.15,False,-0.029319611595531116,True,0.0,0.0,0.0,0.0,-0.49431961159553106,-0.49431961159553106,False,-0.49431961159553106,0.07959999493323267,-7.329902898882779,-3.6649514494413893,-0.25,-0.04592969489984054,-5.0,-0.35,0.0,6.921880006790161
47,1786854596.5718284,6.8918022533573495,0.0,0.0,-0.9898237393814526,8.14982644223662,167.7152263397362,-0.9718552571740777,-0.35,-0.315,-0.15,False,-0.0275672090134294,True,0.0,0.0,0.0,0.0,-0.4925672090134294,-0.4925672090134294,False,-0.4925672090134294,0.0790999984019436,-6.8918022533573495,-3.4459011266786748,-0.25,0.027110485112421225,-5.0,-0.35,0.0,7.072390079498291
48,1786854596.7222848,6.642248548190967,0.0,0.0,-0.9761631018084402,7.981078568652686,168.57979682926936,-0.9731017948883786,-0.35,-0.315,-0.15,False,-0.026568994192763866,True,0.0,0.0,0.0,0.0,-0.49156899419276384,-0.49156899419276384,False,-0.49156899419276384,0.08479999814881012,-6.642248548190967,-3.3211242740954834,-0.25,0.03142482468258876,-5.0,-0.35,0.0,7.222846508026123
49,1786854596.872778,6.871952632050226,0.0,0.0,-1.0291254865446093,8.416178847808649,169.4397490369684,-1.05461690347134,-0.35,-0.315,-0.15,False,-0.027487810528200905,True,0.0,0.0,0.0,0.0,-0.4924878105282009,-0.4924878105282009,False,-0.4924878105282009,0.08399999933317304,-6.871952632050226,-3.435976316025113,-0.25,-0.012011600422087548,-5.0,-0.35,0.0,7.373339653015137
50,1786854597.0232666,7.143515080363213,0.0,0.0,-1.0668842689012794,8.705680595173233,170.32817608873106,-1.0858598562367963,-0.35,-0.315,-0.15,False,-0.028574060321452852,True,0.0,0.0,0.0,0.0,-0.49357406032145285,-0.49357406032145285,False,-0.49357406032145285,0.08030000026337802,-7.143515080363213,-3.5717575401816064,-0.25,-0.02894930863583839,-5.0,-0.35,0.0,7.5238282680511475
51,1786854597.1737616,7.065645995458633,0.0,0.0,-0.9610329618240301,8.478055138889696,171.17655069314333,-0.9184613679735812,-0.35,-0.315,-0.15,False,-0.02826258398183453,True,0.0,0.0,0.0,0.0,-0.4932625839818345,-0.4932625839818345,False,-0.4932625839818345,0.07819999882485718,-7.065645995458633,-3.5328229977293164,-0.25,-0.0014170113329907152,-5.0,-0.35,0.0,7.674323320388794
52,1786854597.3242185,7.236440191382201,0.0,0.0,-0.9569338100901346,8.75541931231104,171.98795626742023,-0.957970282815409,-0.35,-0.315,-0.15,False,-0.028945760765528804,True,0.0,0.0,0.0,0.0,-0.49394576076552876,-0.49394576076552876,False,-0.49394576076552876,0.0777000022935681,-7.236440191382201,-3.6182200956911004,-0.25,-0.01636589501943022,-5.0,-0.35,0.0,7.824780225753784
53,1786854597.4742572,6.641290977785957,0.0,0.0,-0.8930388956117383,7.832008637492021,172.85449020410195,-0.8684486128750836,-0.35,-0.315,-0.15,False,-0.026565163911143826,True,0.0,0.0,0.0,0.0,-0.4915651639111438,-0.4915651639111438,False,-0.4915651639111438,0.07439999899361283,-6.641290977785957,-3.3206454888929784,-0.25,0.05063749142982037,-5.0,-0.35,0.0,7.97481894493103
