step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,pid_error,pid_P,pid_I,pid_D,pid_integral,pid_model_raw,pid_static_bias,elapsed_s
10,1786853038.498791,-3.550872505830367,0.0,0.0,0.9376857785043462,-1.6960959234941946,319.1968335187675,0.8926406990198019,0.35,0.315,0.15,True,0.014203490023321469,True,0.0,0.0,0.0,0.0,0.4792034900233214,0.4792034900233214,False,0.4792034900233214,0.07510000432375818,3.550872505830367,1.7754362529151835,0.25,-0.05385629745795903,5.0,0.35,0.0,1.5055360794067383
11,1786853038.6490996,-3.681519487520007,0.0,0.0,0.9334287438513443,-2.2043576574334915,318.95302126840886,0.9389445784320831,0.35,0.315,0.15,True,0.014726077950080027,True,0.0,0.0,0.0,0.0,0.47972607795008,0.47972607795008,False,0.47972607795008,0.07889999687904492,3.681519487520007,1.8407597437600034,0.25,-0.003963170946354657,5.0,0.35,0.0,1.6558446884155273
12,1786853038.7991664,-3.659218885079555,0.0,0.0,0.9380406731954471,-2.1165080903658584,318.70221139052023,0.9473574923463738,0.35,0.315,0.15,True,0.014636875540318221,True,0.0,0.0,0.0,0.0,0.4796368755403182,0.4796368755403182,False,0.4796368755403182,0.07889999687904492,3.659218885079555,1.8296094425397775,0.25,-0.0032703408450152254,5.0,0.35,0.0,1.8059115409851074
13,1786853038.949963,-4.02731308257764,0.0,0.0,0.8539167132994826,-2.651914344980459,318.4852572023587,0.8252038656332374,0.35,0.315,0.15,True,0.01610925233031056,True,0.0,0.0,0.0,0.0,0.48110925233031054,0.48110925233031054,False,0.48110925233031054,0.07779999577905983,4.02731308257764,2.01365654128882,0.25,0.033374356179650046,5.0,0.35,0.0,1.9567081928253174
14,1786853039.1004457,-3.4958570605621286,0.0,0.0,1.034805715727348,-1.7349368003162629,318.27143215315544,1.1196698519141728,0.35,0.315,0.15,True,0.013983428242248516,True,0.0,0.0,0.0,0.0,0.4789834282422485,0.4789834282422485,False,0.4789834282422485,0.07399999594781548,3.4958570605621286,1.7479285302810643,0.25,-0.03959025520088606,5.0,0.35,0.0,2.1071908473968506
15,1786853039.250944,-3.8047196079664722,0.0,0.0,1.1165282978280977,-2.403935877471973,318.0577165340223,1.158892539589016,0.35,0.315,0.15,True,0.015218878431865888,True,0.0,0.0,0.0,0.0,0.48021887843186584,0.48021887843186584,False,0.48021887843186584,0.07570000161649659,3.8047196079664722,1.9023598039832361,0.25,0.016950094530806252,5.0,0.35,0.0,2.2576889991760254
16,1786853039.401476,-3.88227380018583,0.0,0.0,0.8960021158421656,-2.3823579174691933,317.8074934502521,0.8088311729945058,0.35,0.315,0.15,True,0.015529095200743321,True,0.0,0.0,0.0,0.0,0.4805290952007433,0.4805290952007433,False,0.4805290952007433,0.07349999941652641,3.88227380018583,1.941136900092915,0.25,0.012323419633048612,5.0,0.35,0.0,2.4082210063934326
17,1786853039.5519974,-3.880961825617046,0.0,0.0,0.8784143664790129,-2.347246157134064,317.5621797491222,0.8782170376125442,0.35,0.315,0.15,True,0.015523847302468185,True,0.0,0.0,0.0,0.0,0.48052384730246817,0.48052384730246817,False,0.48052384730246817,0.07829999958630651,3.880961825617046,1.940480912808523,0.25,0.003574574930161393,5.0,0.35,0.0,2.5587425231933594
18,1786853039.70244,-3.7455005678938065,0.0,0.0,0.7951842268406211,-2.1542923494874855,317.28985760726084,0.76685444499905,0.35,0.315,0.15,True,0.014982002271575227,True,0.0,0.0,0.0,0.0,0.47998200227157517,0.47998200227157517,False,0.47998200227157517,0.07550000009359792,3.7455005678938065,1.8727502839469032,0.25,-0.011570678241787266,5.0,0.35,0.0,2.7091851234436035
19,1786853039.8529758,-4.161607510381489,0.0,0.0,0.849373215724247,-2.8067856634941357,317.06674100533644,0.8799373461063977,0.35,0.315,0.15,True,0.016646430041525957,True,0.0,0.0,0.0,0.0,0.4816464300415259,0.4816464300415259,False,0.4816464300415259,0.07879999611759558,4.161607510381489,2.0808037551907446,0.25,0.03536544449298087,5.0,0.35,0.0,2.8597209453582764
20,1786853040.0034053,-4.170242259349705,0.0,0.0,0.9431189884948395,-2.640789472382581,316.8936583672688,0.9906360262571188,0.35,0.315,0.15,True,0.01668096903739882,True,0.0,0.0,0.0,0.0,0.48168096903739877,0.48168096903739877,False,0.48168096903739877,0.07520000508520752,4.170242259349705,2.0851211296748526,0.25,0.011415543251594431,5.0,0.35,0.0,3.01015043258667
21,1786853040.1539369,-3.769402127244776,0.0,0.0,0.9514082958652079,-2.064460105532017,316.63031752008914,0.9623011341702482,0.35,0.315,0.15,True,0.015077608508979105,True,0.0,0.0,0.0,0.0,0.48007760850897907,0.48007760850897907,False,0.48007760850897907,0.07370000093942508,3.769402127244776,1.884701063622388,0.25,-0.033987082687648405,5.0,0.35,0.0,3.160681962966919
22,1786853040.3039804,-3.98332161946015,0.0,0.0,0.9500437330982379,-2.541848008170378,316.3843983748413,0.956799198487276,0.35,0.315,0.15,True,0.015933286477840602,True,0.0,0.0,0.0,0.0,0.48093328647784056,0.48093328647784056,False,0.48093328647784056,0.07309999637072906,3.98332161946015,1.991660809730075,0.25,0.009769694467140384,5.0,0.35,0.0,3.310725450515747
23,1786853040.4544158,-4.286160124326772,0.0,0.0,0.9995695774262197,-2.882794661316106,316.1580015942996,1.028135217284523,0.35,0.315,0.15,True,0.017144640497307087,True,0.0,0.0,0.0,0.0,0.48214464049730704,0.48214464049730704,False,0.48214464049730704,0.08290000550914556,4.286160124326772,2.143080062163386,0.25,0.031195835461026812,5.0,0.35,0.0,3.461160898208618
24,1786853040.6049104,-3.9898902572318486,0.0,0.0,0.9033955902079833,-2.3297640633805208,315.9019530639047,0.8695184451179074,0.35,0.315,0.15,True,0.015959561028927396,True,0.0,0.0,0.0,0.0,0.48095956102892734,0.48095956102892734,False,0.48095956102892734,0.07429999823216349,3.9898902572318486,1.9949451286159243,0.25,-0.01829310362388478,5.0,0.35,0.0,3.6116554737091064
25,1786853040.7553816,-3.9958843784657576,0.0,0.0,0.9265593848623641,-2.465299893898215,315.6614240181267,0.9438270034319811,0.35,0.315,0.15,True,0.01598353751386303,True,0.0,0.0,0.0,0.0,0.480983537513863,0.480983537513863,False,0.480983537513863,0.07289999484783038,3.9958843784657576,1.9979421892328788,0.25,-0.004928479772000597,5.0,0.35,0.0,3.7621266841888428
26,1786853040.9059277,-4.288329925135821,0.0,0.0,0.9331797378144222,-2.880510337183773,315.4138933925339,0.9433573099401866,0.35,0.315,0.15,True,0.017153319700543287,True,0.0,0.0,0.0,0.0,0.48215331970054326,0.48215331970054326,False,0.48215331970054326,0.07510000432375818,4.288329925135821,2.1441649625679107,0.25,0.025816373757605766,5.0,0.35,0.0,3.912672758102417
