step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,rls_theta,rls_prediction_error,rls_kalman_gain_norm,rls_P_trace,rls_theta_delta,rls_converged,rls_target,rls_model_raw,rls_static_bias,elapsed_s
0,1786854621.9944706,8.492615481074814,0.0,0.0,-2.0668002240127237,9.938397089464983,300.1598406225914,-2.0695934760525247,-0.8492615481074814,-0.7643353932967333,0.0,False,0.0,False,0.0,0.0,0.0,0.0,-0.7643353932967333,-0.7643353932967333,False,-0.7643353932967333,0.09690000297268853,-0.10985044971146272;-0.0011598841055990047,-0.08492615481074817,0.11678972705539248,10.539973350070696,0.09028592617252998,False,-0.9341877029182296,-0.8492615481074814,0.0,0.0
1,1786854622.1459863,6.848969728618994,0.0,0.0,-1.732441866811535,7.59033172881381,300.9071073250607,-1.5919386800508264,-0.7535222888545903,-0.6781700599691313,0.0,False,0.0,False,0.0,0.0,0.0,0.0,-0.6781700599691313,-0.6781700599691313,False,-0.6781700599691313,0.13700000272365287,-0.10494386441853527;-0.07060284773033708,-0.06848969728618992,1.0164461407393548,8.927568512220487,0.5503983037833324,False,-0.8220119861407802,-0.7535222888545903,0.0,0.15151572227478027
2,1786854622.296422,6.029078565435457,0.0,0.0,-1.395769266421743,7.1234782467469655,301.6135670467427,-1.2542742611516329,-0.7033176512700928,-0.6329858861430836,0.0,False,0.0,False,0.0,0.0,0.0,0.0,-0.6329858861430836,-0.6329858861430836,False,-0.6329858861430836,0.12769999739248306,-0.09787657820327418;-0.1397093364414866,-0.06029078565435453,1.1521979969030087,7.028949566164268,0.4072326445000036,False,-0.7636084369244474,-0.7033176512700928,0.0,0.30195140838623047
3,1786854622.446468,5.119538615428141,0.0,0.0,-1.224172602900909,6.175517388100888,302.261718874393,-1.1534244277174952,-0.640792258099121,-0.5767130322892089,0.0,False,0.0,False,0.0,0.0,0.0,0.0,-0.5767130322892089,-0.5767130322892089,False,-0.5767130322892089,0.13409999519353732,-0.09062473318510643;-0.1997109537102265,-0.05119538615428143,1.1805411586828505,4.8794669185911035,0.27558246122687763,False,-0.6919876442534024,-0.640792258099121,0.0,0.4519975185394287
4,1786854622.5968783,4.663367047670877,0.0,0.0,-1.1302924738846476,5.913646555593647,302.85505882472137,-1.0928513849174792,-0.6223273481496172,-0.5600946133346555,0.0,False,0.0,False,0.0,0.0,0.0,0.0,-0.5600946133346555,-0.5600946133346555,False,-0.5600946133346555,0.13010000111535192,-0.08485454733503181;-0.24465032198084521,-0.046633670476708744,0.9715790653170786,3.597249865581445,0.17497063281006037,False,-0.668961018626326,-0.6223273481496172,0.0,0.602407693862915
5,1786854622.74716,4.810532765899728,0.0,0.0,-1.1308694253116882,6.319385396387975,303.47485706333157,-1.1339099422487924,-0.6528459022716052,-0.5875613120444447,0.0,False,0.0,False,0.0,0.0,0.0,0.0,-0.5875613120444447,-0.5875613120444447,False,-0.5875613120444447,0.13920000492362306,-0.08077508829318654;-0.277285206681532,-0.04810532765899722,0.6836845380286996,3.1458684492567297,0.11387685042981298,False,-0.7009512299306024,-0.6528459022716052,0.0,0.7526893615722656
6,1786854622.897275,4.770395206345899,0.0,0.0,-1.234856713626287,6.1989750034987114,304.09063013443165,-1.2822159463723444,-0.6626143006675158,-0.5963528706007643,0.0,False,0.0,False,0.0,0.0,0.0,0.0,-0.5963528706007643,-0.5963528706007643,False,-0.5963528706007643,0.13779999426333234,-0.07734608779039259;-0.304424399101888,-0.04770395206345901,0.5734317247233881,2.886598600325256,0.08709093106951907,False,-0.7103182527309748,-0.6626143006675158,0.0,0.9028043746948242
7,1786854623.048039,4.575131742503091,0.0,0.0,-1.24055317580229,5.937229009246342,304.6876188352537,-1.2457877687746637,-0.6582929405101439,-0.5924636464591295,0.0,False,0.0,False,0.0,0.0,0.0,0.0,-0.5924636464591295,-0.5924636464591295,False,-0.5924636464591295,0.134299996716436,-0.0740068839491657;-0.3294507180782198,-0.04575131742503091,0.5518553071697972,2.651513357101112,0.0747735884474748,False,-0.7040442579351748,-0.6582929405101439,0.0,1.0535683631896973
8,1786854623.198582,5.1594874504168144,0.0,0.0,-1.2200838928957276,6.8557072193414355,305.27234019281474,-1.2141045951184304,-0.7112883070583937,-0.6401594763525544,0.0,False,0.0,False,0.0,0.0,0.0,0.0,-0.6401594763525544,-0.6401594763525544,False,-0.6401594763525544,0.1314999972237274,-0.07280213817060352;-0.3429181310809495,-0.05159487450416811,0.2620646303401534,2.7111578095504396,0.03857015682628593,True,-0.7628831815625619,-0.7112883070583937,0.0,1.2041113376617432
9,1786854623.349045,4.936165791947522,0.0,0.0,-1.1984297090990745,6.286238118136564,305.92348891867175,-1.1919425966545956,-0.7022815550993196,-0.6320533995893877,0.0,False,0.0,False,0.0,0.0,0.0,0.0,-0.6320533995893877,-0.6320533995893877,False,-0.6320533995893877,0.12910000077681616,-0.07091793544906391;-0.3591499455209159,-0.04936165791947522,0.3310425360796755,2.7263596670232126,0.044636682802274945,True,-0.7516432130187948,-0.7022815550993196,0.0,1.35457444190979
