step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,rls_theta,rls_prediction_error,rls_kalman_gain_norm,rls_P_trace,rls_theta_delta,rls_converged,rls_target,rls_model_raw,rls_static_bias,elapsed_s
0,1786854530.675177,0.0,8.785288937799699,0.0,0.006028594850980962,1.6158188435016816,8.785288937799699,0.004188322899282696,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.09789999603526667,-0.004935446371070159;-0.0005617853215771701,-0.04392644468899849,0.11308259926911074,105.27594712285568,0.9999999997986839,False,-0.04392644468899849,0.0,0.0,0.0
1,1786854530.8271449,0.0,8.982542204597515,0.0,-0.0344562932736526,1.2906227229465508,8.982542204597515,-0.053647231564479536,-0.04489464064824252,-0.04040517658341827,0.0,False,0.0,False,0.19725326679781574,0.0,0.0,0.0,-0.04040517658341827,-0.04040517658341827,False,-0.04040517658341827,0.13499999477062374,-0.013282006923572075;0.050341710136176325,-0.04491271102298757,1.148522132838339,107.97435234901522,0.9907588324858865,False,-0.08980735167123009,-0.04489464064824252,0.0,0.15196776390075684
2,1786854530.977602,0.0,9.14358488576861,0.0,-0.13801123592834585,2.1319456866301705,9.14358488576861,-0.1842321975891984,-0.07110344762287132,-0.0639931028605842,0.0,False,0.0,False,0.3582959479689105,0.0,0.0,0.0,-0.0639931028605842,-0.0639931028605842,False,-0.0639931028605842,0.1343000039923936,-0.024971653748752664;0.1389811368640124,-0.04571792442884304,1.9556205264921036,107.29271366089957,0.6331632565645853,False,-0.11682137205171436,-0.07110344762287132,0.0,0.30242490768432617
3,1786854531.127655,0.0,9.398380373913012,0.0,-0.18190313799127011,2.1936450015322215,9.398380373913012,-0.20255422511279308,-0.09571196363241594,-0.08614076726917434,0.0,False,0.0,False,0.6130914361133133,0.0,0.0,0.0,-0.08614076726917434,-0.08614076726917434,False,-0.08614076726917434,0.13519999629352242,-0.04273817994817826;0.2874911436047861,-0.04699190186956506,3.182866548506532,96.25074561214825,0.5146007166201771,False,-0.142703865501981,-0.09571196363241594,0.0,0.45247793197631836
4,1786854531.2781556,0.0,9.617855340467507,0.0,-0.23035383904411422,2.058669317413001,9.617855340467507,-0.25295869716131714,-0.12355848865166147,-0.11120263978649532,0.0,False,0.0,False,0.8325664026678083,0.0,0.0,0.0,-0.11120263978649532,-0.11120263978649532,False,-0.11120263978649532,0.13469999976223335,-0.06213589295132699;0.4551680728168122,-0.048089276702337536,3.5100385025868857,81.02749874943571,0.3674336492230708,False,-0.171647765353999,-0.12355848865166147,0.0,0.6029784679412842
5,1786854531.4286065,0.0,9.889696768091957,0.0,-0.2153681236958901,2.4134300478729696,9.889696768091957,-0.21078594621263522,-0.15933706688643406,-0.14340336019779065,0.0,False,0.0,False,1.1044078302922582,0.0,0.0,0.0,-0.14340336019779065,-0.14340336019779065,False,-0.14340336019779065,0.14280000323196873,-0.08214517118269686;0.6323909941224611,-0.0494484838404598,3.6067620267040024,62.94552747189098,0.27967357287921063,False,-0.20878555072689386,-0.15933706688643406,0.0,0.7534294128417969
6,1786854531.5787106,0.0,10.128478503358203,0.0,-0.14965719579230274,2.3366703587161313,10.128478503358203,-0.12333564149960641,-0.19961460635616368,-0.17965314572054733,0.0,False,0.0,False,1.3431895655585038,0.0,0.0,0.0,-0.17965314572054733,-0.17965314572054733,False,-0.17965314572054733,0.1402000052621588,-0.10032736912318657;0.7959415309880442,-0.050642392516791035,3.2494141443725177,48.455263230631026,0.2051233701854153,False,-0.2502569988729547,-0.19961460635616368,0.0,0.9035334587097168
7,1786854531.728747,0.0,10.436737705854739,0.0,-0.16318166370591722,2.7438025589259016,10.436737705854739,-0.1708181361920217,-0.2511489052691236,-0.22603401474221124,0.0,False,0.0,False,1.6514487680550403,0.0,0.0,0.0,-0.22603401474221124,-0.22603401474221124,False,-0.22603401474221124,0.1343000039923936,-0.11710220231280859;0.9492644986741001,-0.052183688529273686,2.9556724857130563,36.025425071867225,0.16125908931181418,False,-0.3033325937983973,-0.2511489052691236,0.0,1.0535697937011719
8,1786854531.8791084,0.0,10.80381829446471,0.0,-0.3785763974345421,3.402405743762427,10.80381829446471,-0.47272869812707957,-0.315886416995129,-0.2842977752956161,0.0,False,0.0,False,2.0185293566650113,0.0,0.0,0.0,-0.2842977752956161,-0.2842977752956161,False,-0.2842977752956161,0.13249999756226316,-0.13220983004918932;1.0894789735038202,-0.05401909147232353,2.6106700405529497,26.05014087013185,0.1285008432680053,False,-0.3699055084674525,-0.315886416995129,0.0,1.2039313316345215
9,1786854532.0296164,0.0,11.152733417480498,0.0,-0.6442591473412295,3.584836523518257,11.152733417480498,-0.7599634549672223,-0.38502201620519094,-0.34651981458467185,0.0,False,0.0,False,2.367444479680799,0.0,0.0,0.0,-0.34651981458467185,-0.34651981458467185,False,-0.34651981458467185,0.1343000039923936,-0.1451974367853768;1.2115940364188826,-0.05576366708740249,2.202218376762122,19.233821424895083,0.10063711432048386,False,-0.44078568329259343,-0.38502201620519094,0.0,1.3544392585754395
