step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,rls_theta,rls_prediction_error,rls_kalman_gain_norm,rls_P_trace,rls_theta_delta,rls_converged,rls_target,rls_model_raw,rls_static_bias,elapsed_s
0,1786854533.6846879,0.0,19.73131462650285,0.0,-1.9112988927525003,9.410020391203728,19.73131462650285,-1.9131391647041986,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.10180000390391797,-0.0049870687759214615;-0.0002527489359083502,-0.09865657313251426,0.0506146653655053,105.26571980143886,0.9999999997997383,False,-0.09865657313251426,0.0,0.0,0.0
1,1786854533.8361702,0.0,19.895425208049918,0.0,-0.5379221517982934,1.6119234467664911,19.895425208049918,0.048827608087525634,-0.09947260277465485,-0.08952534249718937,0.0,False,0.0,False,0.16411058154706737,0.0,0.0,0.0,-0.08952534249718937,-0.08952534249718937,False,-0.08952534249718937,0.13279999984661117,-0.009786135150160358;0.04362603474152561,-0.0994771260402496,0.4437245486269975,110.39692199234268,0.9872573137349906,False,-0.19894972881490444,-0.09947260277465485,0.0,0.15148234367370605
2,1786854533.9866378,0.0,20.12500293803431,0.0,-0.41340581397365306,2.3099035162669024,20.12500293803431,-0.3618819411433626,-0.1533199639074524,-0.13798796751670717,0.0,False,0.0,False,0.39368831153145933,0.0,0.0,0.0,-0.13798796751670717,-0.13798796751670717,False,-0.13798796751670717,0.13469999976223335,-0.017332519426568136;0.1583591531101345,-0.10062501469017154,1.1426684156822131,114.13780872258664,0.7217672327276143,False,-0.25394497859762394,-0.1533199639074524,0.0,0.30194997787475586
3,1786854534.1367621,0.0,20.38885801772617,0.0,-0.22393461812354448,2.5031350738379134,20.38885801772617,-0.1445729489966248,-0.19503112456764388,-0.17552801211087948,0.0,False,0.0,False,0.6575433912233208,0.0,0.0,0.0,-0.17552801211087948,-0.17552801211087948,False,-0.17552801211087948,0.1360000023851171,-0.028489966484887677;0.354149039961287,-0.10194429008863087,1.9236736341064866,114.7747370608319,0.5519598234390048,False,-0.29697541465627475,-0.19503112456764388,0.0,0.4520742893218994
4,1786854534.2871685,0.0,20.665573553667116,0.0,-0.35523275398686277,2.770812986255307,20.665573553667116,-0.4133436555942689,-0.23461245797367025,-0.21115121217630323,0.0,False,0.0,False,0.9342589271642652,0.0,0.0,0.0,-0.21115121217630323,-0.21115121217630323,False,-0.21115121217630323,0.13419999595498666,-0.04298283643702311;0.6233964572892258,-0.10332786776833558,2.6095302001418377,111.18626791416906,0.4315047567908551,False,-0.33794032574200583,-0.23461245797367025,0.0,0.6024806499481201
5,1786854534.437625,0.0,21.01184151183688,0.0,-0.36729298121041254,2.7424802690061725,21.01184151183688,-0.37430192197220363,-0.2797520896547112,-0.2517768806892401,0.0,False,0.0,False,1.2805268853340301,0.0,0.0,0.0,-0.2517768806892401,-0.2517768806892401,False,-0.2517768806892401,0.13219999527791515,-0.060942802148874;0.9684205286261631,-0.10505920755918441,3.2885380474387373,101.4125373070998,0.3560530880847405,False,-0.3848112972138956,-0.2797520896547112,0.0,0.7529370784759521
6,1786854534.5881488,0.0,21.30493753926736,0.0,-0.3316340343742832,3.57847251676695,21.30493753926736,-0.3181919005390689,-0.3299620646235262,-0.29696585816117355,0.0,False,0.0,False,1.5736229127645096,0.0,0.0,0.0,-0.29696585816117355,-0.29696585816117355,False,-0.29696585816117355,0.13590000162366778,-0.07968729524351677;1.3346243361052268,-0.10652468769633683,3.4422369971320976,89.54861089408783,0.27425796153822013,False,-0.436486752319863,-0.3299620646235262,0.0,0.9034609794616699
7,1786854534.7386115,0.0,21.715947252652384,0.0,-0.5706592623573733,3.2571358553862817,21.715947252652384,-0.6749389177303959,-0.39586076410952065,-0.35627468769856857,0.0,False,0.0,False,1.9846326261495335,0.0,0.0,0.0,-0.35627468769856857,-0.35627468769856857,False,-0.35627468769856857,0.1309000072069466,-0.09952191006814229;1.7283185185617027,-0.1085797362632619,3.6304518773643,74.25930323830507,0.22770200528250883,False,-0.5044405003727825,-0.39586076410952065,0.0,1.0539236068725586
8,1786854534.8890948,0.0,22.104648558303438,0.0,-0.7128230120334733,4.693311667111487,22.104648558303438,-0.7755906052749287,-0.4715783273456631,-0.42442049461109677,0.0,False,0.0,False,2.3733339318005875,0.0,0.0,0.0,-0.42442049461109677,-0.42442049461109677,False,-0.42442049461109677,0.13409999519353732,-0.11845663184452254;2.1082934525341814,-0.11052324279151715,3.4422299298124086,59.96709058372641,0.180168145963346,False,-0.5821015701371802,-0.4715783273456631,0.0,1.204406976699829
9,1786854535.0396001,0.0,22.552857529195887,0.0,-0.740600935807018,4.981702296439153,22.552857529195887,-0.7543460322330926,-0.5632420888437442,-0.5069178799593698,0.0,False,0.0,False,2.821542902693036,0.0,0.0,0.0,-0.5069178799593698,-0.5069178799593698,False,-0.5069178799593698,0.14519999967887998,-0.13619485049404734;2.4679531584121572,-0.11276428764597946,3.193359061726584,47.2352376665922,0.14568744316283305,False,-0.6760063764897236,-0.5632420888437442,0.0,1.354912281036377
10,1786854535.189665,0.0,23.11783900874693,0.0,-0.90803519300408,5.849595040814967,23.11783900874693,-0.9816330037545191,-0.6805774691295863,-0.6125197222166276,0.0,False,0.0,False,3.3865243822440796,0.0,0.0,0.0,-0.6125197222166276,-0.6125197222166276,False,-0.6125197222166276,0.13219999527791515,-0.15271031190124618;2.8064225966832543,-0.11558919504373466,2.93169383854681,35.97216670814792,0.12057041997884188,False,-0.7961666641733209,-0.6805774691295863,0.0,1.5049772262573242
11,1786854535.3401124,0.0,23.76569633548425,0.0,-1.0583469089638755,6.357709502737073,23.76569633548425,-1.1246064877554864,-0.8228443032588486,-0.7405598729329638,0.0,False,0.0,False,4.0343817089814,0.0,0.0,0.0,-0.7405598729329638,-0.7405598729329638,False,-0.7405598729329638,0.13360000593820587,-0.16764536237395586;3.1156921291327997,-0.11882848167742122,2.6056879220218034,26.83698640850379,0.09923403275736996,False,-0.9416727849362698,-0.8228443032588486,0.0,1.6554245948791504
12,1786854535.4905717,0.0,24.503195371328076,0.0,-1.2928828212415846,7.245851508260267,24.503195371328076,-1.395238484169444,-0.992154938213333,-0.8929394443919997,0.0,False,0.0,False,4.771880744825225,0.0,0.0,0.0,-0.8929394443919997,-0.8929394443919997,False,-0.8929394443919997,0.13520000356948003,-0.1809129122968841;3.393319761911134,-0.1225159768566404,2.268638594378401,19.847232366103675,0.08179314490369206,False,-1.1146709150699734,-0.992154938213333,0.0,1.8058838844299316
13,1786854535.641096,0.0,25.338659551220935,0.0,-1.5902464441341992,8.49290224347507,25.338659551220935,-1.719528268754161,-1.1907709311995038,-1.0716938380795535,0.0,False,0.0,False,5.607344924718085,0.0,0.0,0.0,-1.0716938380795535,-1.0,False,-1.0,0.13110000145388767,-0.19259818666789968;3.6405093725284483,-0.1266932977561046,1.9532655398377432,14.678389659546637,0.0678806295010231,False,-1.3174642289556084,-1.1907709311995038,0.0,1.9564082622528076
14,1786854535.7915847,0.0,26.252145987173968,0.0,-1.9296616958509283,9.509060933692153,26.252145987173968,-2.076965647109796,-1.415606340742237,-1.2740457066680133,0.0,False,0.0,False,6.520831360671117,0.0,0.0,0.0,-1.2740457066680133,-1.0,False,-1.0,0.13159999798517674,-0.20282854371024395;3.8593678907665527,-0.1312607299358699,1.6691777699702022,10.966438957681623,0.05669206691644123,False,-1.546867070678107,-1.415606340742237,0.0,2.1068968772888184
15,1786854535.9420836,0.0,27.197400759215448,0.0,-1.964646858130283,8.856298883187277,27.197400759215448,-1.9814807710588476,-1.6570412979289992,-1.4913371681360994,0.0,False,0.0,False,7.466086132712597,0.0,0.0,0.0,-1.4913371681360994,-1.0,False,-1.0,0.13449999823933467,-0.21174641479142187;4.052333262902771,-0.1359870037960773,1.4205131813382497,8.368013772506078,0.047604217835420994,True,-1.7930283017250765,-1.6570412979289992,0.0,2.2573957443237305
16,1786854536.092118,0.0,28.11192325463637,0.0,-2.2040113994658075,9.580747900375037,28.11192325463637,-2.3084364748470163,-1.90026569915808,-1.710239129242272,0.0,False,0.0,False,8.380608628133519,0.0,0.0,0.0,-1.710239129242272,-1.0,False,-1.0,0.1343000039923936,-0.21950122396708432;4.222020534412966,-0.14055961627318192,1.2084863581920724,6.583053465963295,0.04017869567405826,True,-2.040825315431262,-1.90026569915808,0.0,2.4074301719665527
17,1786854536.242546,0.0,29.103657817136156,0.0,-2.1279368236308183,9.302242694050157,29.103657817136156,-2.0971737059389497,-2.166267978367622,-1.9496411805308598,0.0,False,0.0,False,9.372343190633305,0.0,0.0,0.0,-1.9496411805308598,-1.0,False,-1.0,0.13380000018514693,-0.22638009333341194;4.374415746369134,-0.14551828908568076,1.048324470714641,5.292880738825638,0.03482671161783631,True,-2.3117862674533027,-2.166267978367622,0.0,2.5578582286834717
18,1786854536.3930416,0.0,30.052978402195794,0.0,-1.944799062096626,9.44610066742601,30.052978402195794,-1.868151721962242,-2.4289803092669624,-2.1860822783402662,0.0,False,0.0,False,10.321663775692944,0.0,0.0,0.0,-2.1860822783402662,-1.0,False,-1.0,0.13100000069243833,-0.23248352609173742;4.511285902939185,-0.1502648920109788,0.9117643644893599,4.366951491627601,0.030329403339869776,True,-2.579245201277941,-2.4289803092669624,0.0,2.7083537578582764
