step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,rls_theta,rls_prediction_error,rls_kalman_gain_norm,rls_P_trace,rls_theta_delta,rls_converged,rls_target,rls_model_raw,rls_static_bias,elapsed_s
0,1786854524.6558251,0.11474697665827027,0.0,0.0,-0.13710745063338195,1.639863987729635,3.0596311425311415,-0.13894772258508023,0.0,0.0,0.0,False,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.09790000331122428,-0.00012875031993132247;-0.0011220367079017321,-0.0011474697665827028,0.9842519943506868,106.24099342520427,0.9999999991145736,False,-0.0011474697665827028,0.0,0.0,0.0
1,1786854524.8078089,0.2365261387379522,0.0,0.0,0.04260057272744174,1.8138342192720378,3.2198094892254745,0.11777802507323934,-0.0011524895239363637,-0.0010372405715427275,-0.0002838313664855426,False,-0.0009461045549518088,True,0.0,0.0,0.0,0.0,-0.0022671764929800787,-0.0022671764929800787,False,-0.0022671764929800787,0.14540000120177865,-0.008733734335058335;-0.0008116433435738581,-0.002365261387379522,3.6404350041952767,62.88095161257642,0.9816691371760092,False,-0.0035177509113158856,-0.0011524895239363637,0.0,0.15198373794555664
2,1786854524.9583294,-0.07898273308415402,0.0,0.0,0.007594353944907667,1.310916190063451,3.352225847073006,-0.009248583199305202,-0.00012182913576003424,-0.00010964622218403082,-0.0002838313664855426,False,0.0,True,0.0,0.0,0.0,0.0,-0.0003934775886695734,-0.0003934775886695734,False,-0.0003934775886695734,0.13220000255387276,-0.010990946145441313;-0.0003389199069814685,0.0007898273308415401,2.919855138119788,17.6847596897466,0.20972586838689128,False,0.0006679981950815059,-0.00012182913576003424,0.0,0.302504301071167
3,1786854525.1088128,-0.3485798316535569,0.0,0.0,0.03428169216753711,1.0609955657452066,3.5594983925121833,0.04387885088268004,0.003492302250109774,0.003143072025098797,0.00013446443149872569,False,0.0013943193266142276,True,0.0,0.0,0.0,0.0,0.00467185578321175,0.00467185578321175,False,0.00467185578321175,0.1447000031475909,-0.016714148952522486;0.00042657645354590446,0.0034857983165355686,1.6564841442837959,5.428299111676723,0.3453535101473989,False,0.006978100566645343,0.003492302250109774,0.0,0.4529876708984375
4,1786854525.2588875,-0.3519351410010732,0.0,0.0,-0.047138296768756444,1.1717438803499274,3.717383500488201,-0.08387284969315195,0.006308872821864845,0.005677985539678361,0.0005567866007000135,False,0.001407740564004293,True,0.0,0.0,0.0,0.0,0.007642512704382667,0.007642512704382667,False,0.007642512704382667,0.14650000230176374,-0.020045101422009604;0.00086641372582755,0.0035193514100107324,0.9546833643309763,4.032188192091654,0.16745897341763918,False,0.009828224231875578,0.006308872821864845,0.0,0.6030623912811279
5,1786854525.4093025,0.20523233385679848,0.0,0.0,0.0018817057286598451,1.9691354055815369,3.856328583004737,0.021050006275854273,-0.003247489221407711,-0.00292274029926694,0.0003105078000718553,False,-0.0008209293354271939,True,0.0,0.0,0.0,0.0,-0.0034331618346222785,-0.0034331618346222785,False,-0.0034331618346222785,0.148899998748675,-0.021600799022384792;0.00041215103720754686,-0.0020523233385679844,0.7896725115768873,3.2436171838043384,0.07501428047305668,False,-0.005299812559975695,-0.003247489221407711,0.0,0.7534773349761963
6,1786854525.5597458,0.46029689201859636,0.0,0.0,0.07014659390961815,2.094727285159303,4.035540434957521,0.09756270260690203,-0.009530629617914507,-0.008577566656123057,-0.00024184847035046037,False,-0.0018411875680743855,True,0.0,0.0,0.0,0.0,-0.010660602694547903,-0.010660602694547903,False,-0.010660602694547903,0.1494999960414134,-0.025298159196159246;-0.00020187695415410634,-0.004602968920185965,0.8142570332460314,2.079940156175421,0.1481483478416906,False,-0.014133598538100471,-0.009530629617914507,0.0,0.9039206504821777
7,1786854525.7098093,0.3645949025959363,0.0,0.0,0.04908366609235949,1.848696775343304,4.204806646564242,0.0382164250761218,-0.009425456842134278,-0.008482911157920851,-0.0006793623534655839,False,-0.0014583796103837452,True,0.0,0.0,0.0,0.0,-0.01062065312177018,-0.01062065312177018,False,-0.01062065312177018,0.15189999976428226,-0.027015626884665658;-0.0005914776874980685,-0.003645949025959362,0.4830300831830194,1.8659843346375513,0.06517269186368034,False,-0.01307140586809364,-0.009425456842134278,0.0,1.0539841651916504
8,1786854525.8602307,0.15800816461108286,0.0,0.0,-0.022330183613383237,1.5945880022603676,4.36465645152063,-0.054776391153256956,-0.004860167307361916,-0.004374150576625724,-0.0008689721509988833,False,-0.0006320326584443314,True,0.0,0.0,0.0,0.0,-0.005875155386068939,-0.005875155386068939,False,-0.005875155386068939,0.14689999807160348,-0.027185486752774053;-0.0007883803207563665,-0.0015800816461108286,0.16457647585557642,1.9326406083411527,0.009561535212142638,True,-0.006440248953472744,-0.004860167307361916,0.0,1.2044055461883545
9,1786854526.010282,-0.07839476507410534,0.0,0.0,-0.016858860936816024,1.3454067047036073,4.508420192303187,-0.016354280312842626,0.001342819526652558,0.0012085375739873023,-0.0008689721509988833,False,0.0,True,0.0,0.0,0.0,0.0,0.00033956542298841904,0.00033956542298841904,False,0.00033956542298841904,0.13339999713934958,-0.02740096938145071;-0.0006744527712562822,0.0007839476507410534,0.3109216302581733,1.91832299246122,0.008892841485135425,True,0.0021267671773936114,0.001342819526652558,0.0,1.354456901550293
