step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,theta,lr_model_raw,lr_static_bias,elapsed_s
0,1786853013.9783478,-4.570555061789261,0.0,0.0,1.1420510049266266,-3.0374016681214715,347.4653717520917,1.1493912829300805,0.45705550617892615,0.41134995556103354,0.15,True,0.018282220247157047,True,0.0,0.0,0.0,0.0,0.5796321758081906,0.5796321758081906,False,0.5796321758081906,0.05490000330610201,-0.1;0.0,0.45705550617892615,0.0,0.0
1,1786853014.1300054,-4.702396247968198,0.0,0.0,1.2065987565661622,-3.2257462198056674,347.197918882146,1.2416023567008458,0.47023962479681986,0.42321566231713786,0.15,True,0.018809584991872793,True,0.0,0.0,0.0,0.0,0.5920252473090106,0.5920252473090106,False,0.5920252473090106,0.07560000085504726,-0.1;0.0,0.47023962479681986,0.0,0.1516575813293457
2,1786853014.2804184,-4.527392240488838,0.0,0.0,1.149943874912437,-2.9192371293298938,346.8500391035236,1.133003489350009,0.4527392240488838,0.4074653016439954,0.15,True,0.01810956896195535,True,0.0,0.0,0.0,0.0,0.5755748706059508,0.5755748706059508,False,0.5755748706059508,0.07360000017797574,-0.1;0.0,0.4527392240488838,0.0,0.30207061767578125
3,1786853014.430608,-4.3891170430587225,0.0,0.0,1.0992483467426952,-2.7967028504923124,346.5766481875359,1.0848619698162598,0.4389117043058723,0.3950205338752851,0.15,True,0.01755646817223489,True,0.0,0.0,0.0,0.0,0.5625770020475199,0.5625770020475199,False,0.5625770020475199,0.07220000406960025,-0.1;0.0,0.4389117043058723,0.0,0.45226025581359863
4,1786853014.5808704,-4.5435557739853945,0.0,0.0,1.076980191534886,-3.076590407857607,346.2687458877522,1.074776974449279,0.4543555773985395,0.4089200196586856,0.15,True,0.018174223095941577,True,0.0,0.0,0.0,0.0,0.5770942427546271,0.5770942427546271,False,0.5770942427546271,0.07249999907799065,-0.1;0.0,0.4543555773985395,0.0,0.602522611618042
5,1786853014.7313545,-4.437022570528921,0.0,0.0,1.0933493109810208,-2.8582120896655003,345.9192070162322,1.1077049258899612,0.4437022570528921,0.3993320313476029,0.15,True,0.017748090282115683,True,0.0,0.0,0.0,0.0,0.5670801216297185,0.5670801216297185,False,0.5670801216297185,0.07310000364668667,-0.1;0.0,0.4437022570528921,0.0,0.7530066967010498
6,1786853014.8815718,-4.496559492470948,0.0,0.0,1.1543851668748262,-2.988921922492599,345.61909831625525,1.1878836688327683,0.44965594924709484,0.40469035432238537,0.15,True,0.017986237969883793,True,0.0,0.0,0.0,0.0,0.5726765922922691,0.5726765922922691,False,0.5726765922922691,0.07229999755509198,-0.1;0.0,0.44965594924709484,0.0,0.903223991394043
7,1786853015.0319915,-4.45523190663344,0.0,0.0,1.2137989778854266,-2.9043666904638616,345.3376477267653,1.2466023177505663,0.445523190663344,0.4009708715970096,0.15,True,0.01782092762653376,True,0.0,0.0,0.0,0.0,0.5687917992235434,0.5687917992235434,False,0.5687917992235434,0.07190000178525224,-0.1;0.0,0.445523190663344,0.0,1.0536437034606934
8,1786853015.182407,-4.467595147124012,0.0,0.0,1.1802917412118779,-2.9397402850950383,345.0554286114423,1.1732717749266681,0.4467595147124012,0.4020835632411611,0.15,True,0.01787038058849605,True,0.0,0.0,0.0,0.0,0.5699539438296573,0.5699539438296573,False,0.5699539438296573,0.07320000440813601,-0.1;0.0,0.4467595147124012,0.0,1.20405912399292
9,1786853015.332674,-4.738159613291036,0.0,0.0,1.203487911410241,-3.3209624194091143,344.7455904864034,1.2207694052129934,0.47381596132910364,0.42643436519619327,0.15,True,0.018952638453164146,True,0.0,0.0,0.0,0.0,0.5953870036493575,0.5953870036493575,False,0.5953870036493575,0.07390000246232376,-0.1;0.0,0.47381596132910364,0.0,1.3543262481689453
