step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,mpc_cost,mpc_u_sequence,mpc_predicted_yaw_err,mpc_predicted_rate,mpc_state,mpc_target_yaw,mpc_model_raw,mpc_static_bias,elapsed_s
0,1786854638.2431588,7.672471283123962,51.29537824033048,0.0,-2.119022590963314,9.11825289151413,51.29537824033048,-2.121815843003115,-0.15,-0.135,-0.009206965539748755,False,-0.03068988513249585,True,0.0,-0.023017413849371886,0.0,0.0,-0.1979142645216165,-0.1979142645216165,False,-0.1979142645216165,0.611600000411272,497.01034175300646,-1.0;-1.0;-1.0;-1.0;-0.2326692292136732,0.0;1.1508706924685943;2.1013738414539285;2.8785590653262423;3.505824283975794;4.003408698107656,7.672471283123962;6.3366876599022275;5.181234825815427;4.181768124330344;3.317229427545748;2.7996026860629697,0.0;7.672471283123962,51.29537824033048,-0.15,0.0,0.0
1,1786854638.3947754,3.47339718538419,51.58115178907809,0.0,-0.8677947239302988,3.119575609028742,51.58115178907809,-0.3343474615273789,-0.3,-0.27,-0.013375042162209784,False,-0.013893588741536761,True,0.4174866125171377,-0.014595057681323947,0.06262299187757066,0.0,-0.3118636885850705,-0.3118636885850705,False,-0.3118636885850705,0.4609000025084242,103.02938858149727,-1.0;-1.0;-1.0;-0.4355593735260153;-0.06887983667352088,0.2857735487476134;0.8067831265552419;1.2124564113588405;1.5183638027139534;1.737973696236126;1.9083360823241347,3.47339718538419;2.7044885653573245;2.039382609034086;1.4640659568144845;1.1357492405867244;0.9617591421054603,0.2857735487476134;3.47339718538419,51.29537824033048,-0.3,0.0,0.15161657333374023
2,1786854638.545232,2.587781949965823,52.0588363309397,0.0,-0.6188159267814715,3.65401417174812,52.0588363309397,-0.5149039800432036,-0.35,-0.315,-0.01648038050216877,False,-0.010351127799863292,True,0.717574156894095,-0.014939087418838419,0.1,0.0,-0.3567705957208705,-0.3567705957208705,False,-0.3567705957208705,0.4633999997167848,84.50738540111155,-1.0;-1.0;-0.8888356426859279;-0.2663337498776661;0.01890731354411456,0.7634580906092197;1.151625383104093;1.4423900911121585;1.6489015635391353;1.7875363832676034;1.8954704835882334,2.587781949965823;1.9384313867204368;1.3767431495131777;0.9242321315231203;0.7195606688041993;0.6280921725788668,0.7634580906092197;2.587781949965823,51.29537824033048,-0.35,0.0,0.30207324028015137
3,1786854638.695677,2.6601511423790165,52.51333285854912,0.0,-0.5998323803699941,4.136948118946267,52.51333285854912,-0.594489826804876,-0.35,-0.315,-0.01967256187302359,False,-0.010640604569516066,True,1.0400013684826774,-0.018380467111963825,0.1,0.0,-0.36369363355450346,-0.36369363355450346,False,-0.36369363355450346,0.46629999997094274,125.32343944695819,-1.0;-1.0;-0.9358036348641131;-0.22801600761295257;0.07468566437535035,1.2179546182186414;1.616977289575494;1.9171319002991714;2.1317656385751524;2.275312658614991;2.3892201106068685,2.6601511423790165;2.0010307381578496;1.4308915885065399;0.9569801335989231;0.7593830132791827;0.6792720057990981,1.2179546182186414;2.6601511423790165,51.29537824033048,-0.35,0.0,0.4525182247161865
4,1786854638.84583,2.2821705728859905,52.940004739427934,0.0,-0.725766231480143,3.56596050863629,52.940004739427934,-0.7825311339957219,-0.35,-0.315,-0.022411166560486778,False,-0.009128682291543962,True,1.3186068350244398,-0.02003258006890237,0.1,0.0,-0.36657242892093306,-0.36657242892093306,False,-0.36657242892093306,0.47190000623231754,145.9260437618536,-1.0;-1.0;-0.8334502333234353;-0.13224999598163165;0.14057181020060996,1.6446264990974555;1.9869520850303541;2.238063716862311;2.4102752783969543;2.521733018624866;2.612192714102836,2.2821705728859905;1.6740775455463817;1.14807707689762;0.7430516015194109;0.6030646365198009;0.5638224536498108,1.6446264990974555;2.2821705728859905,51.29537824033048,-0.35,0.0,0.6026711463928223
5,1786854638.996187,2.771251711574116,53.4110862402635,0.0,-0.6610180329841575,4.426639522259195,53.4110862402635,-0.6360620570971076,-0.35,-0.315,-0.025736668614375718,False,-0.011085006846296465,True,1.6801035814486696,-0.025114790949209043,0.1,0.0,-0.37693646640988127,-0.37693646640988127,False,-0.37693646640988127,0.46969999675638974,235.9513786414476,-1.0;-1.0;-1.0;-0.14805754593113726;0.18582877147832563,2.115707999933022;2.5313957566691396;2.845965666245881;3.0730686380297625;3.22451270862282;3.348849240118913,2.771251711574116;2.0971327305116105;1.514019811892543;1.0096271372870496;0.8289102099739567;0.7727559630709703,2.115707999933022;2.771251711574116,51.29537824033048,-0.35,0.0,0.753028154373169
6,1786854639.1463778,3.1039675028023583,53.87720269348904,0.0,-0.7632129002116234,4.692341593147487,53.87720269348904,-0.8098039524917668,-0.35,-0.315,-0.02946142961773855,False,-0.012415870011209433,True,2.0958846836064993,-0.03027074934447207,0.1,0.0,-0.38714804897342003,-0.38714804897342003,False,-0.38714804897342003,0.4552999962470494,333.82911698704334,-1.0;-1.0;-1.0;-0.14342239051986502;0.23519423035760106,2.5818244531585606;3.047419578578914;3.4051593620675202;3.6696042747851645;3.8533491242859266;4.005834411530692,3.1039675028023583;2.38493188992404;1.7629660847842945;1.2249656633384147;1.016568581631769;0.9498900922187606,2.5818244531585606;3.1039675028023583,51.29537824033048,-0.35,0.0,0.9032189846038818
7,1786854639.2964778,2.9929552951951788,54.393807271190894,0.0,-0.8846823452127421,4.391160243182269,54.393807271190894,-0.9395339308244511,-0.35,-0.315,-0.033052975971972764,False,-0.011971821180780716,True,2.504411979158057,-0.03402298567716611,0.1,0.0,-0.3940477828299196,-0.3940477828299196,False,-0.3940477828299196,0.45649999810848385,414.8965563042682,-1.0;-1.0;-1.0;-0.07395240482695695;0.30445580428527513,3.098429030860416;3.5473723251396927;3.890708274691267;4.142693871053379;4.315661411906606;4.461950476527434,2.9929552951951788;2.28890633034383;1.6799039757474128;1.153116939021512;0.9752604308055207;0.934937013932358,3.098429030860416;2.9929552951951788,51.29537824033048,-0.35,0.0,1.053318977355957
8,1786854639.44656,3.3116133190090715,54.84477366635525,0.0,-0.7372779006724447,4.893962651890908,54.84477366635525,-0.6768978193378324,-0.35,-0.315,-0.03702691195478365,False,-0.013246453276036286,True,2.9603092099649544,-0.03953793205667676,0.1,0.0,-0.4048112972874967,-0.4048112972874967,False,-0.4048112972874967,0.4779999944730662,538.011652181033,-1.0;-1.0;-1.0;-0.0690329651247434;0.35231511357219797,3.5493954260247733;4.046137423876134;4.430819252017561;4.718569033359896;4.922472594221015;5.095742690935269,3.3116133190090715;2.564545520942847;1.9183318756155627;1.3593570724074617;1.1551339780950314;1.1048854251238616,3.5493954260247733;3.3116133190090715,51.29537824033048,-0.35,0.0,1.2034010887145996
9,1786854639.5966296,3.54974549673156,55.29959014421371,0.0,-0.8230054472200312,5.09758375271708,55.29959014421371,-0.8625390763516549,-0.35,-0.315,-0.04128660655086152,False,-0.01419898198692624,True,3.4489822210616836,-0.04513905870081152,0.1,0.0,-0.4156246472385993,-0.4156246472385993,False,-0.4156246472385993,0.4625000001396984,668.516215551315,-1.0;-1.0;-1.0;-0.052908872789120306;0.4031074796674633,4.004211903883231;4.536673728392965;4.952253206593885;5.26672945523768;5.493751410314563;5.687744502180557,3.54974549673156;2.7705298546727994;2.0965083242919715;1.5134797005125553;1.293287279106624;1.2396257403274689,4.004211903883231;3.54974549673156,51.29537824033048,-0.35,0.0,1.353470802307129
